id,datetime,file,location,zip code,subspecies,health,pollen_carrying,caste
56,2018-08-06 11:25:00,018_045.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
57,2018-08-18 12:30:00,038_416.png,"Athens, Georgia, USA",30607,1 Mixed local stock 2,"Varroa, Small Hive Beetles",False,worker
58,2018-08-21 15:56:00,040_075.png,"Athens, GA, USA",30607,Italian honey bee,"few varrao, hive beetles",False,worker
59,2018-08-21 15:56:00,035_020.png,"Athens, GA, USA",30607,Italian honey bee,"few varrao, hive beetles",False,worker
60,2018-08-18 12:30:00,038_044.png,"Athens, Georgia, USA",30607,1 Mixed local stock 2,"Varroa, Small Hive Beetles",False,worker
61,2018-08-18 12:30:00,038_170.png,"Athens, Georgia, USA",30607,1 Mixed local stock 2,"Varroa, Small Hive Beetles",False,worker
62,2018-08-16 08:20:00,008_303.png,"New Orleans, LA, USA",70115,VSH Italian honey bee,healthy,False,worker
63,2018-07-02 15:30:00,004_445.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
64,2018-08-06 19:19:00,019_780.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
65,2018-08-06 19:19:00,019_321.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
66,2018-08-21 09:00:00,032_626.png,"Des Moines, IA, USA",50315,Russian honey bee,healthy,False,worker
67,2018-08-06 13:19:00,015_921.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
68,2018-08-17 17:50:00,030_572.png,"Alvin, TX, USA",77511,Italian honey bee,ant problems,False,worker
69,2018-08-06 14:48:00,020_029.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
70,2018-08-17 17:50:00,030_694.png,"Alvin, TX, USA",77511,Italian honey bee,ant problems,False,worker
71,2018-08-06 13:19:00,015_794.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
72,2018-08-20 11:55:00,016_260.png,"San Jose, CA, USA",95124,-1,healthy,False,worker
73,2018-08-17 17:50:00,030_829.png,"Alvin, TX, USA",77511,Italian honey bee,ant problems,False,worker
74,2018-08-21 15:56:00,040_235.png,"Athens, GA, USA",30607,Italian honey bee,"few varrao, hive beetles",False,worker
75,2018-08-21 09:00:00,032_729.png,"Des Moines, IA, USA",50315,Russian honey bee,healthy,False,worker
76,2018-08-10 13:54:00,022_138.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
77,2018-08-06 13:21:00,017_124.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
78,2018-08-18 12:36:00,013_039.png,"Alvin, TX, USA",77511,Italian honey bee,ant problems,False,worker
79,2018-08-19 15:46:00,046_120.png,"Des Moines, IA, USA",50315,Carniolan honey bee,healthy,False,worker
80,2018-07-02 13:57:00,003_141.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
81,2018-07-02 15:30:00,004_482.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
82,2018-08-17 17:50:00,030_313.png,"Alvin, TX, USA",77511,Italian honey bee,ant problems,False,worker
83,2018-08-06 13:19:00,015_882.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
84,2018-08-21 09:00:00,032_600.png,"Des Moines, IA, USA",50315,Russian honey bee,healthy,False,worker
85,2018-08-17 17:50:00,030_304.png,"Alvin, TX, USA",77511,Italian honey bee,ant problems,False,worker
86,2018-08-06 13:19:00,015_299.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
87,2018-08-19 12:46:00,010_545.png,"Des Moines, IA, USA",50315,Carniolan honey bee,healthy,False,worker
88,2018-08-18 12:30:00,038_395.png,"Athens, Georgia, USA",30607,1 Mixed local stock 2,"Varroa, Small Hive Beetles",False,worker
89,2018-08-19 15:46:00,046_100.png,"Des Moines, IA, USA",50315,Carniolan honey bee,healthy,False,worker
90,2018-08-08 21:13:00,021_222.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
91,2018-08-19 12:46:00,010_787.png,"Des Moines, IA, USA",50315,Carniolan honey bee,healthy,False,worker
92,2018-08-06 13:21:00,017_059.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
93,2018-08-06 19:19:00,019_814.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
94,2018-08-17 17:50:00,030_328.png,"Alvin, TX, USA",77511,Italian honey bee,ant problems,False,worker
95,2018-08-19 12:46:00,010_645.png,"Des Moines, IA, USA",50315,Carniolan honey bee,healthy,False,worker
96,2018-08-21 09:00:00,032_505.png,"Des Moines, IA, USA",50315,Russian honey bee,healthy,False,worker
97,2018-08-21 15:56:00,035_056.png,"Athens, GA, USA",30607,Italian honey bee,"few varrao, hive beetles",False,worker
98,2018-08-17 17:50:00,030_758.png,"Alvin, TX, USA",77511,Italian honey bee,ant problems,False,worker
99,2018-08-28 16:07:00,041_020.png,"Alvin, TX, USA",77511,-1,hive being robbed,False,worker
100,2018-08-21 09:00:00,032_843.png,"Des Moines, IA, USA",50315,Russian honey bee,healthy,False,worker
101,2018-08-25 14:00:00,002_080.png,"Keene, NH, USA",3431,Russian honey bee,healthy,False,worker
102,2018-07-07 12:56:00,005_400.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
103,2018-08-06 13:19:00,015_1123.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
104,2018-08-17 17:50:00,030_840.png,"Alvin, TX, USA",77511,Italian honey bee,ant problems,False,worker
105,2018-07-02 13:57:00,003_122.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
106,2018-08-17 17:50:00,030_685.png,"Alvin, TX, USA",77511,Italian honey bee,ant problems,False,worker
107,2018-08-10 13:54:00,022_203.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
108,2018-08-06 13:19:00,015_1273.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
109,2018-07-03 16:10:00,009_101.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
110,2018-08-18 12:30:00,038_397.png,"Athens, Georgia, USA",30607,1 Mixed local stock 2,"Varroa, Small Hive Beetles",False,worker
111,2018-08-21 15:56:00,040_106.png,"Athens, GA, USA",30607,Italian honey bee,"few varrao, hive beetles",False,worker
112,2018-08-18 12:30:00,038_423.png,"Athens, Georgia, USA",30607,1 Mixed local stock 2,"Varroa, Small Hive Beetles",False,worker
113,2018-08-06 13:19:00,015_1213.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
114,2018-08-18 12:30:00,038_345.png,"Athens, Georgia, USA",30607,1 Mixed local stock 2,"Varroa, Small Hive Beetles",False,worker
115,2018-08-06 19:19:00,019_974.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
116,2018-08-28 16:07:00,043_039.png,"Alvin, TX, USA",77511,-1,hive being robbed,False,worker
117,2018-08-19 12:46:00,010_520.png,"Des Moines, IA, USA",50315,Carniolan honey bee,healthy,False,worker
118,2018-08-19 15:46:00,046_083.png,"Des Moines, IA, USA",50315,Carniolan honey bee,healthy,False,worker
119,2018-08-21 09:00:00,032_401.png,"Des Moines, IA, USA",50315,Russian honey bee,healthy,False,worker
120,2018-08-21 09:00:00,032_693.png,"Des Moines, IA, USA",50315,Russian honey bee,healthy,False,worker
121,2018-07-02 15:30:00,004_406.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
122,2018-08-18 12:30:00,038_045.png,"Athens, Georgia, USA",30607,1 Mixed local stock 2,"Varroa, Small Hive Beetles",False,worker
123,2018-08-21 15:56:00,040_152.png,"Athens, GA, USA",30607,Italian honey bee,"few varrao, hive beetles",False,worker
124,2018-08-06 13:19:00,015_763.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
125,2018-08-16 08:20:00,008_090.png,"New Orleans, LA, USA",70115,VSH Italian honey bee,healthy,False,worker
126,2018-08-21 15:56:00,031_121.png,"Athens, GA, USA",30607,Italian honey bee,"few varrao, hive beetles",False,worker
127,2018-08-19 15:46:00,046_055.png,"Des Moines, IA, USA",50315,Carniolan honey bee,healthy,False,worker
128,2018-08-17 17:50:00,030_349.png,"Alvin, TX, USA",77511,Italian honey bee,ant problems,False,worker
129,2018-08-06 19:19:00,019_1048.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
130,2018-08-18 12:30:00,038_365.png,"Athens, Georgia, USA",30607,1 Mixed local stock 2,"Varroa, Small Hive Beetles",False,worker
131,2018-08-06 13:19:00,015_1085.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
132,2018-07-07 12:56:00,005_211.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
133,2018-08-16 08:20:00,008_150.png,"New Orleans, LA, USA",70115,VSH Italian honey bee,healthy,False,worker
134,2018-08-21 09:00:00,032_615.png,"Des Moines, IA, USA",50315,Russian honey bee,healthy,False,worker
135,2018-08-08 21:13:00,021_165.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
136,2018-08-06 13:19:00,015_1079.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
137,2018-07-02 15:30:00,004_436.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
138,2018-08-16 08:20:00,008_185.png,"New Orleans, LA, USA",70115,VSH Italian honey bee,healthy,False,worker
139,2018-07-02 15:30:00,004_399.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
140,2018-08-18 12:30:00,038_131.png,"Athens, Georgia, USA",30607,1 Mixed local stock 2,"Varroa, Small Hive Beetles",False,worker
141,2018-08-10 13:54:00,022_413.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
142,2018-08-17 17:50:00,030_611.png,"Alvin, TX, USA",77511,Italian honey bee,ant problems,False,worker
143,2018-09-08 16:08:00,037_013.png,"Alvin, TX, USA",77511,-1,hive being robbed,False,worker
144,2018-08-28 10:53:00,039_020.png,"Alvin, TX, USA",77511,-1,hive being robbed,False,worker
145,2018-08-20 11:55:00,016_217.png,"San Jose, CA, USA",95124,-1,healthy,False,worker
146,2018-08-19 18:30:00,011_022.png,"Des Moines, IA, USA",50315,Carniolan honey bee,healthy,False,worker
147,2018-07-02 13:57:00,003_124.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
148,2018-08-19 12:46:00,010_625.png,"Des Moines, IA, USA",50315,Carniolan honey bee,healthy,False,worker
149,2018-07-02 13:57:00,003_009.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
150,2018-08-06 13:19:00,015_1194.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
151,2018-08-25 14:00:00,002_107.png,"Keene, NH, USA",3431,Russian honey bee,healthy,False,worker
152,2018-08-19 15:46:00,046_019.png,"Des Moines, IA, USA",50315,Carniolan honey bee,healthy,False,worker
153,2018-08-17 17:50:00,030_866.png,"Alvin, TX, USA",77511,Italian honey bee,ant problems,False,worker
154,2018-08-21 15:56:00,040_141.png,"Athens, GA, USA",30607,Italian honey bee,"few varrao, hive beetles",False,worker
155,2018-08-21 15:56:00,036_042.png,"Athens, GA, USA",30607,Italian honey bee,"few varrao, hive beetles",False,worker
156,2018-08-19 12:46:00,010_821.png,"Des Moines, IA, USA",50315,Carniolan honey bee,healthy,False,worker
157,2018-08-06 13:19:00,015_969.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
158,2018-08-18 12:30:00,038_411.png,"Athens, Georgia, USA",30607,1 Mixed local stock 2,"Varroa, Small Hive Beetles",False,worker
159,2018-08-06 19:19:00,019_840.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
160,2018-07-02 13:57:00,003_231.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
161,2018-08-19 12:46:00,010_494.png,"Des Moines, IA, USA",50315,Carniolan honey bee,healthy,False,worker
162,2018-08-20 11:55:00,016_112.png,"San Jose, CA, USA",95124,-1,healthy,False,worker
163,2018-08-06 19:19:00,019_635.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
164,2018-08-21 15:56:00,040_271.png,"Athens, GA, USA",30607,Italian honey bee,"few varrao, hive beetles",False,worker
165,2018-08-06 19:19:00,019_1055.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
166,2018-08-21 09:00:00,032_793.png,"Des Moines, IA, USA",50315,Russian honey bee,healthy,False,worker
167,2018-08-18 12:30:00,038_000.png,"Athens, Georgia, USA",30607,1 Mixed local stock 2,"Varroa, Small Hive Beetles",False,worker
168,2018-08-28 10:53:00,039_029.png,"Alvin, TX, USA",77511,-1,hive being robbed,False,worker
169,2018-08-18 12:30:00,038_348.png,"Athens, Georgia, USA",30607,1 Mixed local stock 2,"Varroa, Small Hive Beetles",False,worker
170,2018-08-18 12:30:00,038_468.png,"Athens, Georgia, USA",30607,1 Mixed local stock 2,"Varroa, Small Hive Beetles",False,worker
171,2018-08-21 09:30:00,033_101.png,"Des Moines, IA, USA",50315,Western honey bee,healthy,False,worker
172,2018-08-28 16:07:00,042_018.png,"Alvin, TX, USA",77511,-1,hive being robbed,False,worker
173,2018-08-21 15:56:00,040_406.png,"Athens, GA, USA",30607,Italian honey bee,"few varrao, hive beetles",False,worker
174,2018-08-21 15:56:00,040_379.png,"Athens, GA, USA",30607,Italian honey bee,"few varrao, hive beetles",False,worker
175,2018-07-02 13:57:00,003_278.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
176,2018-08-21 15:56:00,036_053.png,"Athens, GA, USA",30607,Italian honey bee,"few varrao, hive beetles",False,worker
177,2018-07-07 12:56:00,005_303.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
178,2018-08-21 09:00:00,032_549.png,"Des Moines, IA, USA",50315,Russian honey bee,healthy,False,worker
179,2018-08-06 13:19:00,015_781.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
180,2018-08-21 15:56:00,031_132.png,"Athens, GA, USA",30607,Italian honey bee,"few varrao, hive beetles",False,worker
181,2018-07-02 15:30:00,004_478.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
182,2018-08-28 16:07:00,041_070.png,"Alvin, TX, USA",77511,-1,hive being robbed,False,worker
183,2018-08-10 13:54:00,022_358.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
184,2018-09-08 16:08:00,037_012.png,"Alvin, TX, USA",77511,-1,hive being robbed,False,worker
185,2018-08-21 09:30:00,033_039.png,"Des Moines, IA, USA",50315,Western honey bee,healthy,False,worker
186,2018-08-06 19:19:00,019_1178.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
187,2018-08-08 21:13:00,021_161.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
188,2018-07-02 15:30:00,004_300.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
189,2018-08-19 12:46:00,010_843.png,"Des Moines, IA, USA",50315,Carniolan honey bee,healthy,False,worker
190,2018-08-10 13:54:00,022_428.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
191,2018-08-10 13:54:00,022_199.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
192,2018-08-21 15:56:00,040_357.png,"Athens, GA, USA",30607,Italian honey bee,"few varrao, hive beetles",False,worker
193,2018-08-19 12:46:00,010_497.png,"Des Moines, IA, USA",50315,Carniolan honey bee,healthy,False,worker
194,2018-08-17 17:50:00,030_571.png,"Alvin, TX, USA",77511,Italian honey bee,ant problems,False,worker
195,2018-08-18 12:30:00,038_081.png,"Athens, Georgia, USA",30607,1 Mixed local stock 2,"Varroa, Small Hive Beetles",False,worker
196,2018-08-28 16:07:00,043_017.png,"Alvin, TX, USA",77511,-1,hive being robbed,False,worker
197,2018-08-17 17:50:00,030_712.png,"Alvin, TX, USA",77511,Italian honey bee,ant problems,False,worker
198,2018-08-17 17:50:00,030_675.png,"Alvin, TX, USA",77511,Italian honey bee,ant problems,False,worker
199,2018-08-06 13:21:00,017_086.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
200,2018-08-21 15:56:00,035_041.png,"Athens, GA, USA",30607,Italian honey bee,"few varrao, hive beetles",False,worker
201,2018-08-21 09:00:00,032_629.png,"Des Moines, IA, USA",50315,Russian honey bee,healthy,False,worker
202,2018-08-21 13:49:00,034_033.png,"Alvin, TX, USA",77511,VSH Italian honey bee,missing queen,False,worker
203,2018-08-21 15:56:00,040_071.png,"Athens, GA, USA",30607,Italian honey bee,"few varrao, hive beetles",False,worker
204,2018-08-19 12:46:00,010_855.png,"Des Moines, IA, USA",50315,Carniolan honey bee,healthy,False,worker
205,2018-08-06 19:19:00,019_858.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
206,2018-08-21 09:00:00,032_517.png,"Des Moines, IA, USA",50315,Russian honey bee,healthy,False,worker
207,2018-08-06 19:19:00,019_1304.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
208,2018-08-19 12:46:00,010_794.png,"Des Moines, IA, USA",50315,Carniolan honey bee,healthy,False,worker
209,2018-08-06 13:19:00,015_267.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
210,2018-08-06 13:21:00,017_047.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
211,2018-08-17 17:50:00,030_718.png,"Alvin, TX, USA",77511,Italian honey bee,ant problems,False,worker
212,2018-08-06 19:19:00,019_766.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
213,2018-08-18 12:30:00,038_015.png,"Athens, Georgia, USA",30607,1 Mixed local stock 2,"Varroa, Small Hive Beetles",False,worker
214,2018-07-02 15:30:00,004_305.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
215,2018-07-07 12:56:00,005_099.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
216,2018-08-06 13:21:00,017_042.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
217,2018-08-21 09:00:00,032_116.png,"Des Moines, IA, USA",50315,Russian honey bee,healthy,False,worker
218,2018-08-06 13:19:00,015_894.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
219,2018-08-21 15:56:00,040_177.png,"Athens, GA, USA",30607,Italian honey bee,"few varrao, hive beetles",False,worker
220,2018-08-17 17:50:00,030_560.png,"Alvin, TX, USA",77511,Italian honey bee,ant problems,False,worker
221,2018-08-21 15:56:00,040_522.png,"Athens, GA, USA",30607,Italian honey bee,"few varrao, hive beetles",False,worker
222,2018-07-07 12:56:00,005_411.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
223,2018-08-16 08:20:00,008_097.png,"New Orleans, LA, USA",70115,VSH Italian honey bee,healthy,False,worker
224,2018-08-17 17:50:00,030_769.png,"Alvin, TX, USA",77511,Italian honey bee,ant problems,False,worker
225,2018-08-06 13:19:00,015_996.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
226,2018-08-06 19:19:00,019_1081.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
227,2018-08-21 09:00:00,032_889.png,"Des Moines, IA, USA",50315,Russian honey bee,healthy,False,worker
228,2018-08-19 12:46:00,010_694.png,"Des Moines, IA, USA",50315,Carniolan honey bee,healthy,False,worker
229,2018-08-18 12:30:00,038_309.png,"Athens, Georgia, USA",30607,1 Mixed local stock 2,"Varroa, Small Hive Beetles",False,worker
230,2018-08-08 21:13:00,021_077.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
231,2018-08-21 15:56:00,036_091.png,"Athens, GA, USA",30607,Italian honey bee,"few varrao, hive beetles",False,worker
232,2018-08-18 12:30:00,038_342.png,"Athens, Georgia, USA",30607,1 Mixed local stock 2,"Varroa, Small Hive Beetles",False,worker
233,2018-08-19 12:46:00,010_725.png,"Des Moines, IA, USA",50315,Carniolan honey bee,healthy,False,worker
234,2018-08-06 19:19:00,019_979.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
235,2018-08-19 15:46:00,046_081.png,"Des Moines, IA, USA",50315,Carniolan honey bee,healthy,False,worker
236,2018-08-06 13:21:00,017_120.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
237,2018-08-20 09:47:00,026_009.png,"San Jose, CA, USA",95124,-1,healthy,False,worker
238,2018-08-19 18:30:00,011_025.png,"Des Moines, IA, USA",50315,Carniolan honey bee,healthy,False,worker
239,2018-08-19 12:46:00,010_632.png,"Des Moines, IA, USA",50315,Carniolan honey bee,healthy,False,worker
240,2018-07-03 16:10:00,009_068.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
241,2018-08-21 09:00:00,032_775.png,"Des Moines, IA, USA",50315,Russian honey bee,healthy,False,worker
242,2018-08-28 16:07:00,043_029.png,"Alvin, TX, USA",77511,-1,hive being robbed,False,worker
243,2018-08-06 19:19:00,019_1272.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
244,2018-08-06 13:19:00,015_400.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
245,2018-08-19 18:30:00,011_029.png,"Des Moines, IA, USA",50315,Carniolan honey bee,healthy,False,worker
246,2018-08-28 16:07:00,043_064.png,"Alvin, TX, USA",77511,-1,hive being robbed,False,worker
247,2018-08-21 15:56:00,040_162.png,"Athens, GA, USA",30607,Italian honey bee,"few varrao, hive beetles",False,worker
